,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,DistHistorica
109,Nasua narica,194723,-96.74426,17.56686,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2438,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=999b597b8e2c23e7e112ba389192039c,999b597b8e2c23e7e112ba389192039c,No,NoDIsponible,,,,,,
392,Nasua narica,132454,-104.28992,23.68003,,False,4,-10.44,Mammalia,Carnivora,Procyonidae,1626,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=999ba53c30bb99a6019f152c7cd6e37b,999ba53c30bb99a6019f152c7cd6e37b,Si,NoDIsponible,No,No,Si,,,
729,Nasua narica,199348,-96.1596177,15.7307138,,False,5,12.25,Mammalia,Carnivora,Procyonidae,11,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=99bccc43e268b42f078f796e5cd91a8b,99bccc43e268b42f078f796e5cd91a8b,No,NoDIsponible,,,,,,
1119,Nasua narica,131893,-104.3156,19.0517,,False,5,12.87,Mammalia,Carnivora,Procyonidae,28,Terrestre,1892,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=99bfb9083a08849924d8d8fab69c10ac,99bfb9083a08849924d8d8fab69c10ac,Si,NoDIsponible,No,Si,Si,,,
62,Nasua narica,118443,-105.8569411,22.9902781,,False,5,9.85,Mammalia,Carnivora,Procyonidae,29,Terrestre,1895,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=99cec64b9ca6b0307db85c3e60aa52d4,99cec64b9ca6b0307db85c3e60aa52d4,No,NoDIsponible,,,,,,
759,Nasua narica,170155,-99.5240305,18.6425038,,False,5,9.21,Mammalia,Carnivora,Procyonidae,1494,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9a0c43e1c0f3aa7b0b1088f9fde540d0,9a0c43e1c0f3aa7b0b1088f9fde540d0,No,NoDIsponible,,,,,,
792,Nasua narica,113914,-106.4426708,23.3011719,,False,5,7.44,Mammalia,Carnivora,Procyonidae,28,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9a614b2fefc6d3a101f0f0f501a0eb5f,9a614b2fefc6d3a101f0f0f501a0eb5f,No,NoDIsponible,,,,,,
47,Nasua narica,118408,-106.2202758,23.1588897,,False,5,6.05,Mammalia,Carnivora,Procyonidae,7,Terrestre,1882,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9a6d774203adaec691372b9ef066bbf5,9a6d774203adaec691372b9ef066bbf5,No,NoDIsponible,,,,,,
1144,Nasua narica,194896,-96.8755556,19.4336111,,False,5,14.3,Mammalia,Carnivora,Procyonidae,1041,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9a8fa04000fb8d2116e6f24e043b2cab,9a8fa04000fb8d2116e6f24e043b2cab,No,NoDIsponible,,,,,,
1346,Nasua narica,226522,-92.9333333,15.7333333,,False,5,11.83,Mammalia,Carnivora,Procyonidae,2284,Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9ae46683f4af39a9040dc04de9accb58,9ae46683f4af39a9040dc04de9accb58,No,NoDIsponible,,,,,,
724,Nasua narica,199348,-96.1845208,15.7298019,,False,5,12.25,Mammalia,Carnivora,Procyonidae,172,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9af94df99f23f750c449e808cfb73f8b,9af94df99f23f750c449e808cfb73f8b,No,NoDIsponible,,,,,,
184,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9b119d46037d35d6ddd90101267900d0,9b119d46037d35d6ddd90101267900d0,Si,NoDIsponible,No,No,Si,,,
1172,Nasua narica,199618,-96.5633333,18.1905556,,False,5,19.53,Mammalia,Carnivora,Procyonidae,61,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9b19f7e2ad08bc65d41011b3ec20e727,9b19f7e2ad08bc65d41011b3ec20e727,No,NoDIsponible,,,,,,
968,Nasua narica,122969,-105.5700299,22.6925861,,False,5,12.83,Mammalia,Carnivora,Procyonidae,92,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9b4077b817f33cf25a795b4ca52978ea,9b4077b817f33cf25a795b4ca52978ea,No,NoDIsponible,,,,,,
780,Nasua narica,113935,-106.708145,23.6467255,,False,5,7.06,Mammalia,Carnivora,Procyonidae,94,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9b540bacaa9e8b32852dd6079da8c1a5,9b540bacaa9e8b32852dd6079da8c1a5,No,NoDIsponible,,,,,,
1328,Nasua narica,226641,-93.0952778,16.7238889,,False,5,11.62,Mammalia,Carnivora,Procyonidae,704,Terrestre,1985,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9b7003847080f5da001f7897b5dc2963,9b7003847080f5da001f7897b5dc2963,No,NoDIsponible,,,,,,
1287,Nasua narica,175739,-98.9430556,24.8319444,,False,4,0.32,Mammalia,Carnivora,Procyonidae,400,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9b705866fd1da5ecf5c236db098b950d,9b705866fd1da5ecf5c236db098b950d,No,NoDIsponible,,,,,,
993,Nasua narica,199513,-96.4416667,17.2913889,,False,5,9.08,Mammalia,Carnivora,Procyonidae,2117,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9ba8f277d22a3a45b4e2f0f3e32da18c,9ba8f277d22a3a45b4e2f0f3e32da18c,No,NoDIsponible,,,,,,
698,Nasua narica,166116,-100.2434369,25.6523488,,False,4,3.18,Mammalia,Carnivora,Procyonidae,780,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9bc5e54bb4689ed17493e4c19685955c,9bc5e54bb4689ed17493e4c19685955c,No,NoDIsponible,,,,,,
327,Nasua narica,226781,-92.935538,17.9996722,,False,5,14.52,Mammalia,Carnivora,Procyonidae,14,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9c2b3262d2322e6efb519e11ab1f2613,9c2b3262d2322e6efb519e11ab1f2613,No,NoDIsponible,,,,,,
476,Nasua narica,269597,-87.1956397,21.2295597,,False,5,14.25,Mammalia,Carnivora,Procyonidae,7,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9c8d61725667fd307d4da770adbf48a9,9c8d61725667fd307d4da770adbf48a9,No,NoDIsponible,,,,,,
1051,Nasua narica,190134,-97.4467127,21.2783377,,False,5,11.26,Mammalia,Carnivora,Procyonidae,10,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9cb978a2e75d226166475a624d7de200,9cb978a2e75d226166475a624d7de200,No,NoDIsponible,,,,,,
185,Nasua narica,170442,-99.86508,21.43246,,False,4,-7.42,Mammalia,Carnivora,Procyonidae,1450,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9cb9ac06dad37f9b600dcfe7019b369d,9cb9ac06dad37f9b600dcfe7019b369d,Si,NoDIsponible,No,No,Si,,,
136,Nasua narica,194723,-96.74247,17.55189,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2131,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9cfd6c5d3332ced1cf8cb2b094286b6d,9cfd6c5d3332ced1cf8cb2b094286b6d,No,NoDIsponible,,,,,,
1171,Nasua narica,101031,-108.2780556,27.2738889,,False,4,-3.51,Mammalia,Carnivora,Procyonidae,1415,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9d00adf0478b0552a2f746a0562a512c,9d00adf0478b0552a2f746a0562a512c,No,NoDIsponible,,,,,,
675,Nasua narica,118452,-105.9483502,23.3034775,,False,5,10.47,Mammalia,Carnivora,Procyonidae,464,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9d3f6da06a0c8f6050a095647b92ea8e,9d3f6da06a0c8f6050a095647b92ea8e,No,NoDIsponible,,,,,,
93,Nasua narica,101400,-108.5347222,30.6063889,,True,3,-20.2,Mammalia,Carnivora,Procyonidae,1684,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9d89ecc985332caf492a92f3d4817814,9d89ecc985332caf492a92f3d4817814,No,NoDIsponible,,,,,,
1347,Nasua narica,226522,-92.9333333,15.7333333,,False,5,11.83,Mammalia,Carnivora,Procyonidae,2284,Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9e2e67303d38d1f1e79f378b90b4f1a4,9e2e67303d38d1f1e79f378b90b4f1a4,No,NoDIsponible,,,,,,
963,Nasua narica,218251,-94.0316669,18.1052777,,False,5,12.63,Mammalia,Carnivora,Procyonidae,13,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9e306f26dc87faa70ca12a55dadd968f,9e306f26dc87faa70ca12a55dadd968f,No,NoDIsponible,,,,,,
1295,Nasua narica,226537,-92.635,15.3408333,,False,5,17.03,Mammalia,Carnivora,Procyonidae,169,Terrestre,1937,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9e81876b918c295c55775502909e2092,9e81876b918c295c55775502909e2092,No,NoDIsponible,,,,,,
284,Nasua narica,239214,-90.9458611,16.1086944,,False,5,19.37,Mammalia,Carnivora,Procyonidae,148,Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9e9415f68db8df3590c32df408f5ad30,9e9415f68db8df3590c32df408f5ad30,No,NoDIsponible,,,,,,
1080,Nasua narica,166062,-100.1608333,25.2502778,,False,4,-1.36,Mammalia,Carnivora,Procyonidae,1477,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9f00a83b10d457076d90fa279d5d0de8,9f00a83b10d457076d90fa279d5d0de8,No,NoDIsponible,,,,,,
542,Nasua narica,166070,-100.2749069,25.5377908,,False,4,-4.17,Mammalia,Carnivora,Procyonidae,796,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9f597dc6764dfd5394084e57231b099c,9f597dc6764dfd5394084e57231b099c,No,NoDIsponible,,,,,,
1162,Nasua narica,165111,-100.1986111,17.4133333,,False,5,13.6,Mammalia,Carnivora,Procyonidae,1286,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9f84164353a95c3154cb34ebf140b069,9f84164353a95c3154cb34ebf140b069,No,NoDIsponible,,,,,,
1120,Nasua narica,131893,-104.3156,19.0517,,False,5,12.87,Mammalia,Carnivora,Procyonidae,28,Terrestre,1892,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9f99b044977219ca64920ae3b395904c,9f99b044977219ca64920ae3b395904c,Si,NoDIsponible,No,Si,Si,,,
1259,Nasua narica,261347,-88.1444444,21.3386111,,False,5,13.09,Mammalia,Carnivora,Procyonidae,12,Terrestre,1917,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9fd3a4da8a4be30449476d3fbe40f3c6,9fd3a4da8a4be30449476d3fbe40f3c6,No,NoDIsponible,,,,,,
626,Nasua narica,166091,-100.3610849,25.6139116,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1061,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9fed4ad0a6c25bcaa4bbaaa36a5f969f,9fed4ad0a6c25bcaa4bbaaa36a5f969f,No,NoDIsponible,,,,,,
416,Nasua narica,252275,-89.297828,18.4179924,,False,5,11.97,Mammalia,Carnivora,Procyonidae,249,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a03aefbb303d043b37e077dcbaf85773,a03aefbb303d043b37e077dcbaf85773,No,NoDIsponible,,,,,,
368,Nasua narica,127725,-104.7683486,23.0816003,,False,4,0.96,Mammalia,Carnivora,Procyonidae,1247,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a09a0febdfb204931804141ada838433,a09a0febdfb204931804141ada838433,No,NoDIsponible,,,,,,
1034,Nasua narica,175500,-99.1745316,23.056428,,False,5,5.56,Mammalia,Carnivora,Procyonidae,712,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a0ad63ad53e443b939b1bcfd477dfef5,a0ad63ad53e443b939b1bcfd477dfef5,No,NoDIsponible,,,,,,
1160,Nasua narica,145992,-102.7941667,18.8866667,,False,5,10.02,Mammalia,Carnivora,Procyonidae,394,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a1178040788b5e8ecf4059f7c0102633,a1178040788b5e8ecf4059f7c0102633,No,NoDIsponible,,,,,,
843,Nasua narica,199357,-96.1066599,15.776218,,False,5,12.98,Mammalia,Carnivora,Procyonidae,13,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a1a27408964c5214f354d6bf85136fa5,a1a27408964c5214f354d6bf85136fa5,No,NoDIsponible,,,,,,
1021,Nasua narica,174912,-98.8870427,18.0230255,,False,5,7.56,Mammalia,Carnivora,Procyonidae,632,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a1e977bd58632dce2210565d00c0ee60,a1e977bd58632dce2210565d00c0ee60,No,NoDIsponible,,,,,,
372,Nasua narica,127725,-104.7661819,23.0801506,,False,4,0.96,Mammalia,Carnivora,Procyonidae,1075,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a22536fbc025d26464d50ec69800e391,a22536fbc025d26464d50ec69800e391,No,NoDIsponible,,,,,,
1024,Nasua narica,199600,-96.0683608,17.7526569,,False,5,17.94,Mammalia,Carnivora,Procyonidae,227,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a249769cf5910afbbe8cac64d56955ec,a249769cf5910afbbe8cac64d56955ec,No,NoDIsponible,,,,,,
406,Nasua narica,122992,-105.2148667,22.6285,,False,5,11.77,Mammalia,Carnivora,Procyonidae,639,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a266d0a65fe6831e6dc8997fd15b0d20,a266d0a65fe6831e6dc8997fd15b0d20,No,NoDIsponible,,,,,,
833,Nasua narica,136603,-103.7789538,19.4544677,,False,5,8.75,Mammalia,Carnivora,Procyonidae,999,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a26d6660674984d3db012ed3c5db4040,a26d6660674984d3db012ed3c5db4040,No,NoDIsponible,,,,,,
1195,Nasua narica,175823,-99.2388889,25.705,,False,4,-4.19,Mammalia,Carnivora,Procyonidae,140,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a29787be6f62e82ea21bf8a265f5f3f4,a29787be6f62e82ea21bf8a265f5f3f4,No,NoDIsponible,,,,,,
972,Nasua narica,132156,-104.0955558,21.1972219,,False,5,5.35,Mammalia,Carnivora,Procyonidae,394,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a2e893d34c6a2f6f195c33f97e500410,a2e893d34c6a2f6f195c33f97e500410,No,NoDIsponible,,,,,,
890,Nasua narica,105222,-108.0323408,25.8094727,,False,4,2.95,Mammalia,Carnivora,Procyonidae,506,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a2feaf0e503eaff4d7edbd4b78e5cbad,a2feaf0e503eaff4d7edbd4b78e5cbad,No,NoDIsponible,,,,,,
1042,Nasua narica,174876,-99.1790049,17.9182152,,False,5,14.66,Mammalia,Carnivora,Procyonidae,904,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a31da61b96968142a16afa54cb20800f,a31da61b96968142a16afa54cb20800f,No,NoDIsponible,,,,,,
922,Nasua narica,122910,-105.6178399,22.3777658,,False,5,12.98,Mammalia,Carnivora,Procyonidae,5,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a32b5ef97310d566b0ad673ae2f6ce7d,a32b5ef97310d566b0ad673ae2f6ce7d,No,NoDIsponible,,,,,,
1112,Nasua narica,208951,-95.0244444,17.4327778,,False,5,15.08,Mammalia,Carnivora,Procyonidae,19,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a35b3e8c36a124653ac739c131324313,a35b3e8c36a124653ac739c131324313,No,NoDIsponible,,,,,,
401,Nasua narica,122992,-105.2180022,22.6299172,,False,5,11.77,Mammalia,Carnivora,Procyonidae,682,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a368b30898d3e528f013d3629c841399,a368b30898d3e528f013d3629c841399,No,NoDIsponible,,,,,,
41,Nasua narica,226642,-93.0944444,16.8277778,,False,5,10.07,Mammalia,Carnivora,Procyonidae,1268,Terrestre,1990,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a381023c6f1ae09da7390db62ad18b94,a381023c6f1ae09da7390db62ad18b94,No,NoDIsponible,,,,,,
725,Nasua narica,199348,-96.1845208,15.7298019,,False,5,12.25,Mammalia,Carnivora,Procyonidae,172,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a39ccb7ff78884317feb43284e030086,a39ccb7ff78884317feb43284e030086,No,NoDIsponible,,,,,,
743,Nasua narica,199770,-96.3961027,19.5772586,,False,5,14.98,Mammalia,Carnivora,Procyonidae,23,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a3b6223c578dc8e3c75bfec77f47fc53,a3b6223c578dc8e3c75bfec77f47fc53,No,NoDIsponible,,,,,,
128,Nasua narica,194723,-96.74639,17.58373,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2539,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a3c61b14cda59a3c8b679b2b0c53aafb,a3c61b14cda59a3c8b679b2b0c53aafb,No,NoDIsponible,,,,,,
511,Nasua narica,166114,-100.2566813,25.6629827,,False,4,-3.21,Mammalia,Carnivora,Procyonidae,508,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a4354816c4b9dcd450f362ced47eb710,a4354816c4b9dcd450f362ced47eb710,No,NoDIsponible,,,,,,
469,Nasua narica,269597,-87.2273397,21.2194197,,False,5,14.25,Mammalia,Carnivora,Procyonidae,19,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a4e029b05541d905ffa9a295840d2db9,a4e029b05541d905ffa9a295840d2db9,No,NoDIsponible,,,,,,
1252,Nasua narica,261288,-88.1763889,21.0194444,,False,5,14.03,Mammalia,Carnivora,Procyonidae,18,Terrestre,1878,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a591d47d0f9b5d6c8e77c2e8441b61f6,a591d47d0f9b5d6c8e77c2e8441b61f6,No,NoDIsponible,,,,,,
1101,Nasua narica,194854,-96.8416667,18.8783333,,False,5,16.17,Mammalia,Carnivora,Procyonidae,606,Terrestre,1947,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a59784cc07481885c4913b426152b3c5,a59784cc07481885c4913b426152b3c5,No,NoDIsponible,,,,,,
373,Nasua narica,127725,-104.7661819,23.0801506,,False,4,0.96,Mammalia,Carnivora,Procyonidae,1075,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a5cb50addb53e676ef7afeebab0c5c53,a5cb50addb53e676ef7afeebab0c5c53,No,NoDIsponible,,,,,,
592,Nasua narica,118453,-106.0336444,23.35906,,False,5,11.16,Mammalia,Carnivora,Procyonidae,329,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a5df86ca9151eb08e4f1078562ed697d,a5df86ca9151eb08e4f1078562ed697d,No,NoDIsponible,,,,,,
598,Nasua narica,122959,-105.5692574,22.5914277,,False,5,12.66,Mammalia,Carnivora,Procyonidae,256,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a61e14c30b8b6ed61ae49d5d6397becc,a61e14c30b8b6ed61ae49d5d6397becc,No,NoDIsponible,,,,,,
1057,Nasua narica,175026,-99.1041055,18.9949991,,False,4,3.05,Mammalia,Carnivora,Procyonidae,1867,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a6455ae16db74e1d80e32bea1710bc6a,a6455ae16db74e1d80e32bea1710bc6a,No,NoDIsponible,,,,,,
631,Nasua narica,166091,-100.3312999,25.6039116,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1497,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a685ecf233383202b84fc42b5dc2ea07,a685ecf233383202b84fc42b5dc2ea07,No,NoDIsponible,,,,,,
795,Nasua narica,113914,-106.4411899,23.2993947,,False,5,7.44,Mammalia,Carnivora,Procyonidae,22,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a69f1efe1b8e40077713d94c2d993214,a69f1efe1b8e40077713d94c2d993214,No,NoDIsponible,,,,,,
240,Nasua narica,175028,-99.0930527,18.9848013,,False,4,3.59,Mammalia,Carnivora,Procyonidae,1666,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a6b42434c6a507fcf75658ca0842e043,a6b42434c6a507fcf75658ca0842e043,No,NoDIsponible,,,,,,
150,Nasua narica,194723,-96.75185,17.59641,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2431,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a71e62e20897d771e23f2326bd4800ad,a71e62e20897d771e23f2326bd4800ad,No,NoDIsponible,,,,,,
936,Nasua narica,269560,-86.9666749,20.7373999,,False,5,17.02,Mammalia,Carnivora,Procyonidae,9,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a74e946f40e4d22b2551f39538d251f8,a74e946f40e4d22b2551f39538d251f8,Si,NoDIsponible,No,Si,Si,,,
43,Nasua narica,226647,-93.0388889,16.8558333,,False,5,17.2,Mammalia,Carnivora,Procyonidae,1201,Terrestre,2005,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a7945fcd9928592ded7580006d53c499,a7945fcd9928592ded7580006d53c499,No,NoDIsponible,,,,,,
1067,Nasua narica,166067,-100.1822222,25.3422222,,False,4,-1.17,Mammalia,Carnivora,Procyonidae,1069,Terrestre,1988,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a7f8e2639a5438188febdc472baa5311,a7f8e2639a5438188febdc472baa5311,No,NoDIsponible,,,,,,
637,Nasua narica,166091,-100.3719438,25.6086108,,False,4,-3.31,Mammalia,Carnivora,Procyonidae,1806,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a7ff01ce23879f9dbf93dc5508f89a0f,a7ff01ce23879f9dbf93dc5508f89a0f,No,NoDIsponible,,,,,,
452,Nasua narica,265635,-87.5337797,21.3457297,,False,5,12.79,Mammalia,Carnivora,Procyonidae,15,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a82ceed044be7bbafe1450afacb1c95c,a82ceed044be7bbafe1450afacb1c95c,No,NoDIsponible,,,,,,
773,Nasua narica,209079,-95.0489274,18.5002819,,False,5,19.23,Mammalia,Carnivora,Procyonidae,185,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a83b6130a263ce15c13ce60b227bb143,a83b6130a263ce15c13ce60b227bb143,No,NoDIsponible,,,,,,
911,Nasua narica,208793,-95.2790163,16.1714833,,False,5,12.27,Mammalia,Carnivora,Procyonidae,13,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a8776a4ff8ca6df1c175e4e84a115ddb,a8776a4ff8ca6df1c175e4e84a115ddb,No,NoDIsponible,,,,,,
1002,Nasua narica,155588,-101.6798399,18.7270633,,False,5,10.52,Mammalia,Carnivora,Procyonidae,1157,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a8be2ff1643898b469b8fc3c1f1b42ac,a8be2ff1643898b469b8fc3c1f1b42ac,No,NoDIsponible,,,,,,
251,Nasua narica,175028,-99.1009969,19.0005136,,False,4,3.59,Mammalia,Carnivora,Procyonidae,1969,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a90d91e134be07e5c2e36aec13c4cd8b,a90d91e134be07e5c2e36aec13c4cd8b,No,NoDIsponible,,,,,,
699,Nasua narica,269554,-87.0557719,20.646513,,False,5,16.14,Mammalia,Carnivora,Procyonidae,10,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a942a43b1a4c6e52738982c40205672d,a942a43b1a4c6e52738982c40205672d,Si,NoDIsponible,No,Si,Si,,,
819,Nasua narica,113947,-106.6539,23.7554958,,False,4,4.13,Mammalia,Carnivora,Procyonidae,74,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a963139eb23a44453b788291e97e5bfd,a963139eb23a44453b788291e97e5bfd,No,NoDIsponible,,,,,,
1229,Nasua narica,141752,-103.1116667,22.9288889,,False,4,-8.84,Mammalia,Carnivora,Procyonidae,2263,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a9679ed289ac4b8a1e4f006b434158fb,a9679ed289ac4b8a1e4f006b434158fb,Si,NoDIsponible,No,No,Si,,,
1339,Nasua narica,230708,-92.1855556,15.1447222,,False,5,18.22,Mammalia,Carnivora,Procyonidae,1024,Terrestre,2002,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a973d144c8100bfac812104a8ed79541,a973d144c8100bfac812104a8ed79541,No,NoDIsponible,,,,,,
22,Nasua narica,261063,-88.464326,19.352797,,False,5,16.6,Mammalia,Carnivora,Procyonidae,19,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a976e3e4dd2b6a208a9a8f4501d14a47,a976e3e4dd2b6a208a9a8f4501d14a47,No,NoDIsponible,,,,,,
803,Nasua narica,122971,-105.5689999,22.6935363,,False,5,11.67,Mammalia,Carnivora,Procyonidae,89,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a9a6ad78099dd1e9159009c235a6d1c8,a9a6ad78099dd1e9159009c235a6d1c8,No,NoDIsponible,,,,,,
23,Nasua narica,261063,-88.464326,19.352797,,False,5,16.6,Mammalia,Carnivora,Procyonidae,19,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a9cffc9fb4f2c0cd3ea0bdb7885cb0c4,a9cffc9fb4f2c0cd3ea0bdb7885cb0c4,No,NoDIsponible,,,,,,
